,Place_Grew_Up,Price_Importance,Brand_Importance,Peer_Importance,Utility_Importance,Track_Bank_Balance,Track_None,Track_Payment_Apps,Track_Apps_Spreadsheet,Graph_Irregular_Random,Graph_Spike_Then_Low,Graph_High_Weekends,Graph_Uniform_Daily,Expenditure_Graph_nan,Emergency(JBS),Discounts(JBS),Party(JBS),Workshop(JBS),Trip(JBS),Unplanned_Purchases,Monthly_Spend,Peer_Influence,Finance_Confidence,Budget_FoodDining,Budget_Travel,Budget_Fashion,Budget_Subscriptions,Budget_Entertainment,Group,Risk_score
0,2.0,2.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.25,3,0.5,0.75,0,1,0,0,0,1,2.66
1,1.0,2.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,1,0.5,4,0.5,0.75,1,0,0,0,0,2,48.22
2,0.0,2.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1,1,0,1,1.0,10,0.75,0.75,1,1,1,1,1,3,99.61
3,1.0,2.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,1,0,1,0.25,4,0.5,0.5,0,1,0,0,0,2,48.18
4,0.0,2.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1,1,0,1,1.0,10,0.75,0.75,1,1,1,1,1,3,99.61
5,1.0,2.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.25,3,0.0,0.5,1,1,1,0,0,1,2.54
6,1.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.5,5,0.25,0.75,1,0,0,0,0,2,48.21
7,1.0,2.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.25,1,0.5,0.5,1,1,1,0,0,1,2.5
8,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,1,1,0,1,0.75,10,1.0,0.75,1,1,1,1,1,3,99.29
9,2.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.75,9,0.5,0.0,1,0,0,0,0,3,98.98
10,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0.25,3,0.0,0.75,1,1,1,0,0,1,4.89
11,3.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0.25,1,0.75,0.75,1,1,1,1,1,1,7.36
12,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,1,0,1,0.25,10,0.5,0.25,1,0,0,0,0,3,98.64
13,1.0,1.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,0.5,8,1.0,1.0,1,0,0,0,1,3,98.93
14,1.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.5,5,0.25,0.75,1,0,0,0,0,2,48.21
15,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1,1,0,0,1.0,9,1.0,0.25,1,0,1,0,0,3,99.82
16,2.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0.5,5,0.75,0.5,1,1,0,0,1,2,48.49
17,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,1,0,0,1.0,10,1.0,0.25,0,1,1,1,0,3,100.0
18,2.0,2.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,1,0.5,2,0.25,0.5,1,1,1,0,0,1,3.1
19,1.0,1.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1.0,9,1.0,0.75,1,1,1,0,1,3,99.79
20,1.0,2.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1,0,0,0,0.75,6,0.25,1.0,0,0,1,0,0,2,48.89
21,1.0,2.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,1,0,1,0.25,4,0.5,0.75,0,1,0,0,0,2,48.18
22,2.0,2.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,1,0.5,3,0.75,0.5,1,0,0,0,0,1,4.27
23,2.0,2.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.75,9,0.5,0.25,1,0,0,0,0,3,98.93
24,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.5,10,0.25,1.0,1,1,0,1,1,3,98.78
25,1.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0.0,10,0.5,1.0,1,1,0,1,0,3,98.93
26,1.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.75,2,0.5,0.0,1,0,0,0,0,1,7.81
27,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.5,10,0.25,1.0,1,1,0,1,1,3,98.78
28,1.0,2.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,1,0.5,4,0.75,1.0,1,0,0,0,0,2,48.46
29,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0.75,10,0.75,0.5,0,0,0,1,1,3,99.31
30,3.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0.25,2,0.0,0.0,1,0,0,0,0,1,6.57
31,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0.5,4,0.25,0.5,0,1,0,0,0,2,48.33
32,1.0,1.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,9,0.0,0.75,1,1,0,0,0,3,98.76
33,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0.5,4,0.25,0.5,0,1,0,0,0,2,48.33
34,0.0,1.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1,1,0,1,1.0,10,0.75,0.5,1,1,1,1,1,3,99.62
35,1.0,2.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,2,0.0,0.75,1,1,0,0,0,1,5.31
36,0.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,3,0.75,1.0,1,1,0,0,1,1,6.74
37,1.0,2.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,1,0.5,4,0.75,1.0,1,0,0,0,0,2,48.46
38,2.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0.25,1,0.25,1.0,0,1,0,0,0,1,3.85
39,1.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.5,5,0.25,0.75,1,0,0,0,0,2,48.21
40,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.75,10,0.25,1.0,1,1,0,1,1,3,99.05
41,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0.25,4,0.5,0.75,0,1,0,1,1,2,48.45
42,3.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0.5,4,0.5,0.75,1,0,1,0,0,2,48.63
43,3.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,1,0.0,1.0,1,0,0,0,0,1,7.28
44,3.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,1,0.25,3,0.25,0.75,1,1,0,0,0,1,3.55
45,1.0,2.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,1,0.0,10,0.25,0.5,1,0,1,0,0,3,98.69
46,1.0,2.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0.0,1,0.25,0.5,1,0,0,0,0,1,5.51
47,1.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0,0.75,3,0.0,0.75,1,0,1,0,1,1,7.98
48,1.0,1.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1.0,9,1.0,1.0,1,1,1,0,1,3,99.82
49,0.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.5,5,0.75,0.5,1,0,0,0,1,2,48.52
50,2.0,2.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0.0,1,0.5,0.75,1,1,1,1,1,1,6.82
51,2.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0.25,5,0.25,1.0,1,0,1,0,0,2,48.43
52,1.0,2.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0.5,3,0.5,0.75,0,1,0,0,0,1,3.84
53,3.0,2.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.25,1,0.25,0.75,0,0,1,0,0,1,4.09
54,3.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0.5,4,0.5,0.75,1,0,1,0,0,2,48.63
55,1.0,1.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1.0,9,1.0,1.0,1,1,1,0,1,3,99.82
56,1.0,2.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,0,0,1,0.5,8,0.5,0.25,1,1,1,1,0,3,98.93
57,1.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0.75,6,0.25,0.25,1,1,0,0,0,2,48.88
58,3.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0.25,3,0.25,0.25,1,0,0,0,0,1,4.64
59,1.0,1.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,1,0,0,0.25,2,0.25,1.0,1,0,1,0,0,1,5.15
60,1.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.25,2,0.25,0.5,1,0,0,1,1,1,4.27
61,2.0,2.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0.5,2,0.0,0.25,1,1,0,0,0,1,4.09
62,0.0,2.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0.75,3,0.5,0.5,1,0,0,0,1,1,6.88
63,1.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0.5,2,0.75,0.5,1,0,1,0,1,1,4.46
64,2.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0.25,5,0.0,1.0,1,0,1,0,0,2,48.53
65,1.0,1.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0.0,3,0.5,1.0,1,1,0,0,0,1,5.48
66,1.0,2.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,0,0,1,0.5,8,0.5,0.25,1,1,1,1,0,3,98.93
67,2.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,1,0,0,1,0.5,3,0.0,0.25,1,1,1,0,0,1,6.87
68,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.75,10,0.25,1.0,1,1,0,1,1,3,99.05
69,1.0,2.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,0,0,1,0.5,8,0.5,0.5,1,1,1,1,0,3,98.91
70,1.0,2.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,1,0,1,0.25,6,0.25,0.5,1,0,0,0,1,2,48.16
71,1.0,2.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1,1,0,1,1.0,10,0.75,0.75,1,1,1,1,1,3,99.58
72,1.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,1,0,1,1.0,10,1.0,0.0,1,1,1,1,1,3,99.86
73,0.0,2.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.5,4,0.75,0.5,1,0,0,0,0,2,48.57
74,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1,1,0,0,0.75,6,0.5,0.25,1,0,1,0,0,2,49.03
75,0.0,2.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0.75,7,1.0,0.5,1,0,0,0,0,3,99.15
76,0.0,2.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,0.75,4,0.25,0.75,1,0,1,0,0,2,48.95
77,2.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0.25,3,0.25,1.0,1,0,1,0,1,1,3.75
78,1.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0.25,8,0.0,0.5,1,1,0,0,0,3,98.61
79,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,1,0,0,1.0,10,1.0,0.5,0,1,1,1,0,3,99.97
80,1.0,2.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1,0,0,0,0.75,6,0.25,1.0,0,0,1,0,0,2,48.89
81,1.0,2.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,0,0,1,0.5,8,0.75,0.25,1,1,1,1,0,3,99.03
82,1.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0.75,6,0.25,0.25,1,1,0,0,0,2,48.88
83,1.0,2.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0.75,9,1.0,0.75,1,0,1,1,1,3,99.28
84,2.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,1,0,1,0.5,4,1.0,0.5,1,1,1,1,1,2,49.05
85,2.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0.5,3,0.25,0.25,1,1,0,0,0,1,3.83
86,0.0,2.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1,1,0,1,0.75,9,0.75,0.5,1,1,1,1,1,3,99.12
87,1.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,1,0.5,5,0.25,0.5,1,0,0,0,0,2,48.18
88,2.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0.0,5,0.0,1.0,1,0,1,0,0,2,48.89
89,1.0,2.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0.25,3,0.25,1.0,1,1,1,0,0,1,2.69
90,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,1,0.5,3,0.5,0.25,1,1,0,0,0,1,2.91
91,1.0,1.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,0.25,8,0.5,1.0,1,0,0,0,1,3,98.63
92,2.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,0,0,1,0.0,3,0.0,0.5,1,1,0,0,0,1,7.68
93,3.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,1,0,0,1,0.5,4,0.0,1.0,1,0,1,0,0,2,49.09
94,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,1,0,1,0.25,10,0.25,0.0,1,0,0,0,0,3,98.67
95,1.0,2.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.25,2,0.25,1.0,1,1,0,0,0,1,1.87
96,1.0,1.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,9,0.0,0.75,1,1,0,0,0,3,98.76
97,1.0,1.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1.0,9,1.0,1.0,1,1,1,0,1,3,99.82
98,1.0,2.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,0,0,1,0.5,8,0.75,0.5,1,1,1,1,0,3,99.0
99,1.0,2.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0.75,9,1.0,0.75,1,0,1,1,1,3,99.28
100,1.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0.25,2,0.25,0.75,1,0,0,0,0,1,1.0
101,2.0,2.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0.5,2,0.5,0.75,1,1,0,0,0,1,3.62
102,1.0,1.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.25,9,0.25,0.75,1,1,0,0,0,3,98.53
103,1.0,1.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.25,3,0.5,0.75,1,1,1,1,1,1,4.52
104,2.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,1,0,1,0.5,4,0.75,0.75,1,1,1,1,1,2,48.73
105,1.0,2.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1,1,0,1,1.0,10,0.75,0.75,1,1,1,1,1,3,99.58
106,1.0,2.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,1,0.25,3,0.75,0.5,1,1,0,0,1,1,3.76
107,0.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,1,0.5,5,0.5,0.75,1,0,1,1,1,2,49.06
108,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0.5,6,0.5,0.5,1,0,0,0,1,2,48.52
109,1.0,2.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,0,0,1,0.5,8,0.5,0.25,1,1,1,1,0,3,98.93
110,1.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0.5,10,0.75,0.0,1,1,1,1,1,3,98.93
111,3.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,1,1,0,1,1.0,10,1.0,1.0,1,1,1,1,1,3,99.91
112,1.0,1.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0.5,4,0.75,1.0,1,0,0,0,0,2,48.53
113,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0.25,2,0.25,1.0,1,1,0,0,1,1,3.13
114,2.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0.25,2,0.25,0.75,1,0,0,0,0,1,2.93
115,1.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,1,0,1,1.0,10,1.0,0.0,1,1,1,1,1,3,99.86
116,2.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,0,0,1,0.25,3,0.5,0.5,1,1,0,0,0,1,5.63
117,1.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0.75,6,0.25,0.25,1,1,0,0,0,2,48.88
118,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,1,0,0,1.0,10,1.0,0.5,0,1,1,1,0,3,99.97
119,2.0,2.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.75,4,0.5,1.0,1,0,0,0,0,2,48.89
120,1.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0.5,2,0.0,0.5,1,1,1,0,0,1,4.22
121,1.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0.75,6,0.5,0.25,1,1,0,0,0,2,48.93
122,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1,0,1,1.0,10,0.0,1.0,1,1,1,0,0,3,99.54
