,Place_Grew_Up,Price_Importance,Brand_Importance,Peer_Importance,Utility_Importance,Track_Bank_Balance,Track_None,Track_Payment_Apps,Track_Apps_Spreadsheet,Graph_Irregular_Random,Graph_Spike_Then_Low,Graph_High_Weekends,Graph_Uniform_Daily,Expenditure_Graph_nan,Emergency(JBS),Discounts(JBS),Party(JBS),Workshop(JBS),Trip(JBS),Unplanned_Purchases,Monthly_Spend,Peer_Influence,Finance_Confidence,Budget_FoodDining,Budget_Travel,Budget_Fashion,Budget_Subscriptions,Budget_Entertainment,Group,Risk_score
379,0.0,2.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,1,0.5,6,0.5,0.75,1,0,1,0,0,2,48.81
380,1.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0.5,1,0.0,0.75,1,1,0,0,0,1,3.99
381,0.0,2.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,1,0,1,1.0,7,0.5,1.0,1,1,1,1,1,3,99.56
382,2.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0.25,2,0.0,0.75,1,1,0,0,0,1,3.36
383,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,1,0.0,7,0.0,0.25,0,1,0,0,0,3,98.8
384,1.0,2.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0.75,2,0.5,1.0,1,0,0,0,0,1,7.11
385,2.0,2.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0.25,2,0.0,1.0,1,1,0,0,0,1,3.36
386,1.0,2.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,0,0,1,0.25,8,0.25,0.5,1,1,1,1,0,3,98.84
387,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0.75,4,0.5,1.0,1,1,1,1,1,2,49.15
388,2.0,2.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1,1,0,1,0.25,4,0.75,0.5,1,1,1,1,1,2,48.68
389,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,1,0.0,7,0.25,0.25,0,1,0,0,0,3,98.75
390,1.0,2.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.25,1,0.25,0.75,1,0,0,0,0,1,2.0
391,1.0,2.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,1,0.5,4,0.75,0.75,1,0,0,0,0,2,48.4
392,1.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,1,0,1,1.0,10,1.0,0.0,1,1,1,1,1,3,99.86
393,1.0,2.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,2,0.5,0.5,1,0,0,0,0,1,5.35
394,1.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0.0,3,0.25,0.75,1,0,1,0,0,1,6.4
395,1.0,2.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,1,0.25,10,0.5,0.5,1,0,1,0,0,3,98.53
396,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1,0,1,1.0,10,0.0,1.0,1,1,1,0,0,3,99.54
397,2.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,1,1,0,1,1.0,10,1.0,0.75,1,1,1,1,1,3,99.78
398,2.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0.25,2,0.25,0.5,1,0,0,0,0,1,3.14
399,1.0,2.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,1,0,1,0.25,4,0.5,0.5,0,1,0,0,0,2,48.18
400,1.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,1,0,1,1.0,10,0.75,0.0,1,1,1,1,1,3,99.7
401,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0.75,10,0.75,0.5,0,0,0,1,1,3,99.31
402,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,0.25,4,0.0,0.5,1,0,0,0,0,2,48.4
403,2.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0.25,2,0.25,0.75,1,0,0,0,0,1,3.0
404,2.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1,0,0,1,0.5,2,0.5,0.75,1,0,0,0,0,1,6.12
405,2.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,0,0,1,0.5,2,1.0,0.75,1,0,0,0,0,1,8.57
406,2.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,1,0,0,0.5,4,0.5,0.25,0,1,1,0,0,2,48.73
407,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0.75,10,0.5,0.75,0,0,0,1,1,3,99.19
408,2.0,2.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.75,4,0.25,0.75,1,0,0,0,0,2,48.8
409,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,1,1,0,1,1.0,10,1.0,1.0,1,1,1,1,1,3,99.81
410,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,1,0.25,7,0.25,0.25,0,1,0,0,0,3,98.57
411,2.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,1,0,1,0.5,4,1.0,0.5,1,1,1,1,1,2,49.05
412,1.0,1.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0.5,4,0.75,1.0,1,0,0,1,0,2,48.84
413,1.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0.75,6,0.25,0.25,1,1,0,0,0,2,48.88
414,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0.0,2,0.0,0.25,1,0,0,0,0,1,7.12
415,2.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,0,0,1,0.25,1,0.0,0.75,1,1,0,0,0,1,5.96
416,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,1,0.5,2,0.0,1.0,1,1,0,0,1,1,4.08
417,1.0,2.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0.25,1,0.25,0.5,1,0,1,0,0,1,4.22
418,1.0,1.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,9,0.0,0.75,1,1,0,0,0,3,98.76
419,1.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.5,3,0.5,0.75,1,1,0,0,0,1,2.75
420,2.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0.5,5,0.75,0.75,1,1,0,0,1,2,48.49
421,1.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,0,1,0,0,0.75,5,0.5,0.75,1,0,0,1,1,2,49.44
422,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0.25,4,0.5,1.0,0,1,0,1,1,2,48.5
423,1.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,0,1,0,0,0.75,5,0.75,0.75,1,0,0,1,1,2,49.62
424,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,1,0,1,0.0,10,0.25,0.0,1,0,0,0,0,3,98.85
425,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,1,0,1,0.0,10,0.25,0.0,1,0,0,0,0,3,98.85
426,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,1,0,1,0.0,10,0.25,0.0,1,0,0,0,0,3,98.85
427,1.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0.75,9,1.0,0.5,1,0,1,1,1,3,99.28
428,0.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1,0,0,1,0.75,5,0.25,1.0,1,0,0,0,0,2,49.21
429,1.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0.25,8,0.0,0.5,1,1,0,0,0,3,98.61
430,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0.5,6,0.5,0.5,1,0,0,0,1,2,48.52
431,2.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0.5,3,0.5,0.75,1,1,1,0,1,1,3.54
432,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1,0,1,1.0,10,0.0,1.0,1,1,1,0,0,3,99.54
433,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1,1,0,0,1.0,9,1.0,0.25,1,0,1,0,0,3,99.82
434,1.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,0.5,4,0.25,0.25,1,0,0,0,0,2,48.44
435,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1,1,0,0,1.0,9,1.0,0.5,1,0,1,0,0,3,99.8
436,0.0,2.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,1,0,1,1.0,8,0.5,1.0,1,1,1,1,1,3,99.56
437,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1,1,0,0,1.0,9,1.0,0.25,1,0,1,0,0,3,99.82
438,2.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0.5,5,0.75,0.5,1,1,0,0,1,2,48.49
439,1.0,2.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,1,0.0,10,0.25,0.5,1,0,1,0,0,3,98.69
440,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0.75,3,0.5,0.25,1,0,0,1,1,1,9.33
441,2.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0.0,5,1.0,1.0,1,0,0,0,0,2,49.33
442,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0.5,4,0.75,1.0,1,0,1,0,0,2,48.55
443,1.0,2.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,1,0.25,2,0.25,1.0,1,1,0,0,0,1,5.94
444,2.0,2.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1,1,0,1,0.0,4,0.75,0.5,1,1,1,1,1,2,49.04
445,0.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1,0,0,1,0.75,5,0.25,1.0,1,0,0,0,0,2,49.21
446,1.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,1,0.5,5,0.5,0.5,1,0,0,0,0,2,48.27
447,0.0,2.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0.75,7,0.75,0.5,1,0,0,0,0,3,98.98
448,0.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0.5,4,0.25,0.75,1,1,1,0,1,2,48.27
449,2.0,2.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.25,3,0.75,0.75,1,1,0,0,0,1,4.16
450,1.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,1,0.5,5,0.5,0.5,1,0,0,0,0,2,48.27
451,1.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,1,0,1,1.0,10,1.0,0.0,1,1,1,1,1,3,99.86
452,1.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,0,0,1,0.25,2,0.25,0.5,1,1,0,0,0,1,4.95
453,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0.5,5,1.0,0.25,1,1,0,0,1,2,48.82
454,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0.75,10,0.75,0.5,0,0,0,1,1,3,99.31
455,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0.5,4,0.75,1.0,1,0,1,0,0,2,48.55
456,2.0,2.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,1,0.75,2,0.5,0.5,1,0,0,0,0,1,6.83
457,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0.5,5,1.0,0.25,1,1,0,0,1,2,48.82
458,1.0,2.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1,0,0,0,0.75,6,0.25,1.0,0,0,1,0,0,2,48.89
459,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,1,0,1,0.0,1,0.0,0.0,1,1,1,1,1,1,9.34
460,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,1,0,0,1.0,10,0.5,0.5,0,1,1,1,0,3,99.69
461,2.0,2.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,1,0.0,0.75,1,1,0,0,0,1,5.7
462,1.0,2.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,1,0.25,10,0.5,0.5,1,0,1,0,0,3,98.53
463,1.0,2.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0.25,1,0.25,0.25,1,1,0,0,0,1,2.85
464,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.5,10,0.25,0.75,1,1,0,1,1,3,98.75
465,1.0,1.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1.0,9,1.0,1.0,1,1,1,0,1,3,99.82
466,1.0,2.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,1,0.5,3,0.75,1.0,1,0,1,0,0,1,4.69
467,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.25,2,0.25,0.0,1,0,0,0,0,1,3.73
468,0.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1,0,0,0,0.25,2,0.0,1.0,1,1,0,0,0,1,4.22
469,1.0,1.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0.0,1,0.5,0.75,1,0,1,0,0,1,5.16
470,1.0,2.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,1,0.5,4,0.75,0.75,1,0,0,0,0,2,48.4
471,1.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0.25,3,0.25,0.75,1,1,1,0,0,1,1.79
472,0.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.5,5,0.75,0.5,1,0,0,0,1,2,48.52
473,0.0,2.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,1,0,1,0.25,1,0.25,0.5,1,1,0,0,0,1,3.34
474,1.0,2.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,1,0.25,4,0.75,1.0,1,0,0,0,0,2,48.37
475,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0.5,9,0.75,0.5,1,1,0,1,1,3,98.88
476,1.0,2.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,1,0.0,3,0.25,1.0,1,1,0,0,0,1,4.88
477,1.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.5,5,0.25,0.75,1,0,0,0,0,2,48.21
478,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,1,0.0,7,0.0,0.25,0,1,0,0,0,3,98.8
479,2.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0.25,2,0.0,1.0,1,0,0,0,1,1,3.21
480,1.0,1.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1.0,9,1.0,1.0,1,1,1,0,1,3,99.82
481,1.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.5,5,0.25,0.75,1,0,0,0,0,2,48.21
482,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1,1,0,0,1.0,9,0.75,0.25,1,0,1,0,0,3,99.66
483,1.0,1.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,0,0,1,0.5,6,0.5,0.75,1,1,0,0,1,2,48.66
484,1.0,2.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,1,0.5,4,0.75,1.0,1,0,0,0,0,2,48.46
485,2.0,2.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.75,4,0.5,1.0,1,0,0,0,0,2,48.89
486,2.0,2.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0.5,1,0.5,0.5,1,0,0,0,0,1,2.89
487,1.0,2.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.5,2,0.25,0.5,1,1,0,0,0,1,2.27
488,1.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1,0,0,1,0.25,2,0.25,1.0,1,0,0,0,0,1,5.41
489,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0.25,4,0.5,1.0,0,1,0,1,1,2,48.5
490,0.0,1.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,1,0,1,0.5,3,0.25,0.75,1,1,0,0,1,1,3.2
491,1.0,2.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,1,0.0,10,0.25,0.25,1,0,1,0,0,3,98.71
492,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,1,0.25,3,0.5,0.75,1,1,0,0,0,1,1.82
493,2.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.5,9,0.25,0.0,1,0,0,0,0,3,98.69
494,0.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,1,0.25,5,0.5,0.5,1,0,1,1,1,2,48.97
495,1.0,2.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0.5,2,0.0,1.0,1,1,1,0,1,1,4.35
496,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0.5,9,0.75,0.5,1,1,0,1,1,3,98.88
497,1.0,1.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1.0,9,1.0,1.0,1,1,1,0,1,3,99.82
498,1.0,1.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0.75,9,1.0,1.0,1,1,1,0,1,3,99.33
499,2.0,2.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,3,0.25,1.0,1,1,1,0,0,1,5.71
500,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0.5,1,0.25,0.25,1,1,0,0,0,1,3.66
501,1.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,1,0.5,5,0.25,0.5,1,0,0,0,0,2,48.18
502,1.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0.0,10,0.5,1.0,1,1,0,1,0,3,98.93
503,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,1,0,0,0.75,5,0.25,0.25,1,0,1,1,1,2,49.56
504,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0.25,4,0.5,0.75,0,1,0,1,1,2,48.45
505,1.0,2.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,1,0.0,10,0.25,0.5,1,0,1,0,0,3,98.69
506,2.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0.75,3,0.0,0.25,1,1,0,0,0,1,7.52
